0,1,2,3,4,5,6,7,8,9
760,2798,1754,2354,2494,444,2603,1191,2217,2583
689,638,464,2600,954,1572,244,76,629,2002
878,2837,1994,2651,1564,859,464,1407,2559,1480
1654,2231,1394,2603,777,865,1770,2398,1768,3158
688,1399,2768,2357,2300,577,1971,59,4084,559
1264,510,1810,-373,369,2157,1185,730,1370,903
1642,2964,187,2582,2187,1109,1149,339,3164,317
2109,639,1914,1442,2446,1240,1625,2059,1047,2885
1685,1168,2268,2574,2258,1533,612,1583,1278,2849
2015,222,1771,1635,2424,2066,1588,2118,1725,1829
1766,2668,1240,623,1473,1219,2168,88,2943,1251
2006,924,536,1532,1785,2010,2492,239,2615,1480
1126,2318,825,3255,315,173,1386,2706,1472,751
2207,276,2129,1695,2316,1448,2445,-10,2347,1739
2540,1793,2093,2907,232,1310,462,1446,878,513
2192,1579,3073,2314,559,1391,426,542,3047,1733
2023,1409,2026,1172,853,2873,1209,2561,2854,2843
1314,2299,1192,83,474,1924,2268,49,1203,1228
1904,2161,2203,1969,692,177,16,1022,1482,798
2337,1996,419,408,-872,29,2576,946,2423,887
1304,2796,163,1584,1719,566,1981,3020,2521,1331
3434,1185,-86,929,2809,2020,1491,2265,2253,746
2582,638,225,1885,-65,2111,2011,712,2113,554
2621,2194,677,1095,2615,2223,-394,1077,-314,-138
1931,1084,2521,750,692,1243,945,2513,855,1476
517,531,1628,486,399,446,2883,2713,2144,865
608,3008,1740,259,817,3053,33,865,1185,365
2052,448,2740,2531,559,974,2331,1471,2717,543
221,2402,1947,1091,2539,904,283,1559,1261,402
2615,1409,1287,905,771,96,934,994,328,747
2984,915,1081,1830,1376,2954,1671,1896,2428,2994
1552,507,72,1946,246,701,271,1056,2787,714
622,2530,528,282,1630,2364,1254,864,2599,2667
1855,2963,2141,301,1408,2282,2983,2295,244,1484
2184,1350,2448,1102,1252,1760,966,356,920,1479
2333,2499,1168,413,1054,2767,1324,3115,2314,2680
841,1054,2392,1158,414,641,3221,2686,-968,1708
1662,201,2431,2682,1517,2645,1977,851,700,467
1474,2288,2167,2046,1181,2081,1443,2829,1365,161
2824,254,244,1015,2492,1567,28,1439,972,638
1285,1955,132,3240,840,460,2084,1360,780,136
2811,2793,2939,920,1004,2382,1626,1868,519,214
1133,2663,495,1218,-145,2261,1370,987,1015,2971
1860,2167,1351,406,1861,940,1341,908,1284,1233
398,359,777,1175,2752,520,420,1011,2677,41
2797,506,2507,1742,2300,1146,2610,2087,2070,3225
2286,3256,1526,536,1621,2181,2578,1716,726,1140
-103,709,2032,364,1330,1598,2008,2693,2089,2257
110,2319,12,2917,1142,974,1872,1336,733,497
1174,2382,1932,792,2460,655,902,2230,1354,2016
254,2849,2710,2372,1985,1308,825,1074,1214,2818
868,2159,2067,1123,1451,251,2512,1727,2658,828
2217,2619,59,2042,1004,2459,71,2430,566,1986
693,2646,1871,750,123,-28,2308,2262,1844,1592
1618,1517,3044,2429,934,2662,1715,176,2212,2706
832,2995,2756,2244,1556,721,1725,690,2082,120
864,2744,2063,1605,919,1613,1670,215,725,1410
2337,2650,1868,191,1099,1815,1736,1598,54,2593
2258,1101,2679,985,1275,813,2290,1382,412,1536
-20,2360,233,2919,-108,1065,2980,1591,158,1100
1138,2112,2063,1682,944,3058,2695,137,1519,1946
854,352,461,2176,157,2654,2405,1581,2505,399
2017,1834,1194,461,111,2367,1052,2022,1925,1636
1545,1837,2423,-60,2171,1465,163,2179,2330,2572
3426,2365,1049,710,2711,1246,257,-36,1533,2164
2521,3131,2851,981,1799,2419,1901,1233,111,362
640,219,1919,2576,2350,765,2225,2834,2480,2893
335,2276,550,1951,832,1140,253,265,532,1481
1202,1900,2133,1070,1513,2947,1673,1942,2343,718
2841,2640,608,0,2246,670,1180,2687,903,2281
892,1459,-17,2155,2024,1298,2108,1418,1770,351
568,2814,875,2974,1146,2645,1721,185,1874,1812
1437,3081,1749,805,2086,1276,2101,508,1009,85
2412,1793,2784,621,1001,529,956,882,924,2093
1090,2395,1027,2458,1371,1270,2662,2830,661,1284
1046,801,653,1845,1647,854,1230,1792,2750,2769
2242,2755,1576,2223,1970,1712,2819,2074,1014,1176
549,2102,2127,409,2549,3119,931,1779,233,301
2574,3054,1640,2762,3046,1005,-1,254,2521,770
51,155,3003,2859,272,1046,1038,2669,2639,493
2168,731,1330,2137,3403,930,1713,2139,1877,137
2104,2064,2573,87,950,607,2035,1797,2219,2074
1716,460,1340,1798,2639,1529,2814,1557,208,1134
728,1536,1002,541,1911,419,1751,2309,912,2567
700,1915,290,2365,-27,371,3163,652,425,2834
480,1619,212,-173,1561,1796,1107,1669,2846,154
2492,1581,2745,1892,139,1424,1981,2235,2660,1029
2934,2038,731,1469,870,1259,766,2008,1807,1257
2469,3099,2614,2523,2389,1887,2003,1236,109,1955
200,65,1603,1924,866,292,2396,435,1761,2411
2203,2137,599,2031,1762,2452,-210,1414,2694,697
1803,1791,2492,609,2310,260,2402,416,2574,1196
1361,149,2168,713,1935,334,653,639,1270,138
2045,3029,2476,2066,1051,2274,2267,2499,2627,1622
2050,661,2895,690,1953,652,1371,2190,2062,741
1933,123,1567,1393,-73,211,2852,830,1245,1774
941,365,419,813,923,2235,618,782,2044,1062
1942,2071,495,1189,2555,23,2075,1081,1110,2125
1986,2413,110,2183,1376,805,1309,2503,589,1372
1912,1606,2290,1356,2178,692,209,1059,865,538
1313,1781,1256,2676,2738,96,1262,70,337,158
640,481,2975,2439,159,23,949,1626,678,2998
58,601,1547,2231,1743,-246,2633,1277,2851,601
1388,199,138,30,1517,284,356,764,2143,2841
1521,371,729,173,2063,1942,1023,1645,2513,211
2293,1725,291,3058,292,2792,1441,790,2557,2252
2365,2218,2327,2679,717,2967,2659,2399,2434,1359
1933,1378,2596,728,2916,2503,567,-78,665,370
2429,1485,2413,962,2075,287,2106,557,1102,1884
1369,1542,2652,266,502,295,2465,2014,1146,494
1054,2589,2251,1421,1188,2675,1738,2473,630,2219
812,604,1898,1126,725,2031,1828,2829,453,1382
2213,1764,2189,-43,1904,2705,1955,2030,1658,455
1444,754,1508,982,781,676,2737,1360,992,2711
1583,2379,574,750,471,1377,1174,1791,2834,2218
1587,1638,2599,2564,2,2394,1442,649,1264,2284
1053,2139,2549,1091,443,2021,1351,105,247,1071
2784,2703,901,471,2508,1281,2317,1806,922,2647
506,617,1412,201,1988,2388,1488,1988,2751,925
2977,732,2398,419,2179,1274,645,1607,719,591
628,389,482,1541,-1182,1946,2012,1165,2447,1408
945,2328,2835,2096,2416,292,2578,3850,881,2026
1684,1936,2531,1114,1971,1074,2004,2566,2822,2781
1570,1982,384,1325,557,2064,2299,2335,2514,2182
1999,2805,1891,825,308,1892,1721,1215,722,1520
2804,164,1016,1233,1006,926,2559,1394,678,305
2193,2541,2948,1506,3169,236,2528,323,2447,680
1458,276,2439,546,1292,2604,159,862,735,1300
665,823,3058,2103,2031,-45,2784,638,1442,1476
911,1444,1267,921,2102,2720,2014,2102,250,2778
718,2293,1520,1308,1276,1114,2476,1152,1203,833
3463,395,1317,1339,2924,5,2225,2170,2416,1607
581,519,776,380,520,679,947,2332,2834,992
-623,858,640,975,2082,1383,850,1114,1061,517
-40,795,839,332,2805,637,-71,3092,1374,36
1986,2850,2946,438,447,136,1928,2634,2601,493
2585,2473,728,2634,7,448,1244,2802,1281,119
1415,1229,1182,243,2482,569,410,1130,3092,2121
1180,1054,1310,1676,3159,262,1060,2288,1524,1361
2366,1568,1735,694,1181,593,2136,145,397,1578
2351,919,194,1165,2523,617,1671,1386,2314,3062
1105,1238,3307,1137,1359,1303,1726,576,683,805
1405,1652,436,2129,287,2137,777,1092,804,760
2271,1812,1867,582,1761,624,2549,2602,2634,1656
2003,916,1790,2327,432,1424,2197,1687,2301,-247
639,1824,808,1345,159,1612,1935,2256,944,101
852,-65,2075,2702,2616,976,483,1906,769,1819
757,883,2589,1035,2156,2584,250,2999,1560,2892
1803,2710,468,1535,1345,2909,1989,2870,718,1370
1848,2759,943,1807,2425,685,2535,915,615,1674
1755,157,1859,1582,1226,2409,637,2041,1975,1470
744,1629,512,1879,2106,2928,1046,1662,2125,1483
929,2487,9,1718,1899,493,2572,-306,2155,1255
1599,1093,371,2013,778,920,-124,2013,1738,614
1625,456,1195,1352,1194,2583,2654,1876,2659,1891
276,707,1322,197,1919,22,1901,984,401,622
1483,959,479,1666,2837,149,1968,484,1887,3164
2110,104,1847,1601,615,2342,1707,780,2530,2937
477,657,915,1034,2054,-173,2037,2961,1232,2018
532,1706,1108,1187,133,2177,295,2398,286,2226
1766,2586,2026,1589,1954,1779,3037,1259,941,1118
1989,340,1506,1080,1612,949,1871,650,338,1294
1120,1539,1103,533,2699,2069,417,704,2776,959
682,1034,574,2471,-39,102,781,567,2245,2039
2607,1127,578,152,2464,2432,946,2836,278,1731
102,582,2686,944,1061,1476,1455,2025,2561,284
1841,2909,595,1821,1071,257,144,1361,2869,536
1179,1258,-134,1391,2895,517,2753,302,682,2099
1275,2644,2111,2813,2272,1570,1408,2193,523,2004
466,2562,2901,1425,482,2148,2747,2169,895,1621
356,1525,954,17,870,1274,2004,1231,1655,2269
2717,495,1781,1411,2700,2176,2791,1017,730,1301
1950,934,2022,2184,2341,760,2604,2857,504,-80
445,2890,1629,2667,250,2132,3145,2446,96,1741
337,1557,980,2346,1877,3330,2658,2270,1416,130
1343,1279,1919,863,2287,2128,3241,351,1408,305
-229,537,821,2804,933,876,1143,1538,1437,2025
524,169,1151,2716,28,2687,2187,1451,2778,2304
1928,2478,672,1368,2186,1627,2311,484,1328,577
2448,2805,2042,996,1637,459,1486,2468,1746,886
430,1854,-778,976,565,1988,1168,2260,1097,112
2351,1133,2623,1007,2334,556,1059,2655,1558,2088
2718,881,2815,1927,829,301,1618,3545,2549,451
911,2000,640,768,461,517,2713,2539,2433,1762
385,2306,2116,1407,2096,962,3241,3329,2338,2785
1323,235,543,2468,1869,2972,1815,-74,2528,1154
2157,2283,1518,1072,2015,928,1167,793,58,2437
2336,1978,679,361,1985,1189,2455,1862,490,1006
629,890,900,2018,1717,1548,1140,814,1711,1734
22,2480,2693,1963,2516,500,3249,907,1382,2794
3354,2525,2663,722,2659,2228,1177,4038,2518,1118
1041,2751,1800,2695,920,2905,1515,1824,416,2397
2499,1471,910,-226,321,1406,1637,1878,1941,280
2891,2265,792,1672,2130,497,828,2391,510,852
2887,1583,800,1976,884,1815,774,676,316,3163
894,1257,1879,518,1620,1631,1655,517,17,2221
829,854,1654,967,330,3246,2326,-151,548,492
2798,2134,3263,1791,456,2845,1788,1970,655,1601
1206,1273,2419,903,842,2646,1195,552,947,1876
2331,647,1602,1096,593,25,130,2320,687,1969
1121,1832,863,2678,695,1299,1635,1652,2739,1325
1487,743,2038,2865,710,175,2652,1914,2592,2311
2734,514,1482,1732,1957,2403,459,444,3183,212
2375,899,1954,359,1472,1380,192,297,2006,605
875,2418,250,1234,2063,2651,434,2155,2598,672
2785,1397,2274,2535,1460,749,2846,1179,2700,-74
512,1940,2633,1950,797,1569,2266,412,2814,2079
-99,2083,1578,968,1676,769,1312,1662,2247,2428
2694,434,2215,2221,1451,2700,1316,1180,2800,288
1652,2335,1506,2518,266,1616,1750,1442,1776,237
3101,64,51,560,2133,2312,2569,2929,1755,2679
2774,2769,1436,2966,529,905,1154,2146,1730,473
1212,1258,1982,558,637,50,1989,943,2211,2498
2576,3065,2759,1784,651,1968,948,2300,1508,2500
2289,1052,2066,2097,1930,2367,311,769,2598,2271
783,2842,1352,1548,1374,1718,891,740,1878,99
2026,2860,2672,1088,820,108,177,1523,757,489
949,2531,81,1716,1948,2154,3005,923,2123,1722
1002,1860,2000,-737,2277,2368,564,334,864,1051
2090,2485,2327,711,2264,2507,1192,892,2510,2376
2153,600,686,1348,862,524,1937,1222,1551,1275
1045,750,980,1352,2662,2376,2879,335,1259,627
2445,19,1243,1701,-67,1839,1661,595,1472,1269
588,1625,1754,575,76,-228,3031,663,1051,2481
3040,629,1511,-31,464,197,240,505,1411,2500
2626,1345,2726,2156,863,2220,752,2547,609,1610
111,1928,1141,1488,2291,1122,1640,927,3066,-55
1232,2341,682,2746,252,-93,724,2531,1135,1333
2434,1107,597,2449,741,2520,2739,830,895,1249
897,1562,499,1997,2369,1400,2309,1573,1705,2078
1322,1957,1748,1869,1981,1700,1785,167,2105,729
2084,847,1708,2218,481,132,1586,2018,2679,472
2045,1613,2247,2339,483,968,1052,1846,2762,1318
714,773,2962,2477,1642,470,902,115,2503,762
1099,1821,731,415,443,1541,24,1599,866,2327
1220,2398,774,2486,441,2632,507,2379,1680,610
1744,2673,2882,760,1352,663,287,1460,1369,2237
265,2654,2178,3095,597,1148,1524,2396,1843,2776
240,2350,1942,2729,912,1014,902,1726,2035,24
621,987,2462,625,1905,493,2918,1077,2713,2067
2633,897,2696,1648,2955,125,1092,165,2516,1404
1218,2208,906,1994,2036,1605,2050,1525,1671,1687
988,801,1711,789,1315,2629,4,1758,2278,1410
2853,567,2388,1499,285,2190,783,191,795,1295
1843,1139,1899,2204,974,1781,237,435,1143,2185
48,261,1557,334,349,1272,2245,1365,-26,1075
2884,895,2111,1674,2106,1687,2110,3075,524,3493
1617,354,2592,524,2460,833,1335,2049,-13,1077
2417,1395,864,1026,2451,801,2351,1235,3196,655
1448,400,2377,2635,1316,670,1110,965,122,432
2249,1578,1699,1346,2843,403,1735,2351,930,1609
1610,2277,1164,289,3201,446,489,464,1151,2147
1019,2120,2431,839,784,2246,2509,1420,2090,1116
1977,1149,11,2685,1703,1792,583,2826,672,-51
-380,1524,1157,2018,2475,1733,-58,2743,1605,945
1576,2967,2990,2673,134,702,1075,1274,495,207
2849,1521,2138,27,736,1129,1780,950,2905,1498
710,484,1223,1714,2702,586,1806,1643,2708,204
806,1363,2674,243,1337,2433,2035,2175,1861,1028
1853,2056,1577,3038,968,906,2638,620,2099,19
1143,2330,2229,3033,2666,2199,2157,1633,702,1201
833,-40,405,-293,181,2125,2828,2531,2049,523
662,751,399,1241,2700,2268,1461,2205,2473,2239
843,626,363,376,3070,1361,1656,640,860,2340
2222,1698,856,1383,3274,1153,546,2361,840,2898
2010,2888,1260,2959,2155,534,2891,403,2262,1928
891,846,1974,1387,3046,1109,752,175,1710,2690
672,2441,868,532,63,2732,339,2384,1759,812
1803,151,2740,1064,2070,1183,-525,1422,2713,924
1175,1627,1544,1669,742,1485,2563,761,-485,902
1785,803,2058,42,2515,976,2418,516,2404,1790
374,1842,1932,404,1128,1076,1987,16,1825,2921
2589,1182,981,1668,1357,658,641,675,957,511
2959,1398,292,287,1162,849,2143,288,1530,2472
1085,450,1531,2807,2478,1038,2088,1900,774,246
444,1207,1493,2208,963,956,600,2211,770,1447
1082,2929,1077,1326,2065,1781,3071,2214,191,2226
1721,2480,1515,2948,2182,2302,873,3326,2489,217
2364,1906,2767,755,992,2995,880,1539,947,247
1519,313,2528,558,1008,1900,2076,2669,1614,1602
2274,569,63,1719,2286,2235,1868,517,892,473
2777,1020,2470,2186,1034,646,693,2131,2564,2344
1824,663,895,1770,2327,1213,3046,2198,1758,2015
1516,2807,830,453,2049,1098,864,629,2423,1732
1036,286,3019,1216,2095,2763,1718,2004,375,2680
1849,88,711,2592,27,381,657,1212,1666,694
1220,2249,2404,2092,1866,929,2902,1571,247,2086
1417,1882,2620,902,2600,1284,586,2547,3064,1240
1662,2044,903,1195,160,635,1099,1622,2452,1512
303,1828,155,256,2203,2291,2151,815,173,32
21,1385,2004,893,1709,840,923,-29,2363,146
1840,2373,806,1799,2423,543,1954,2173,286,2575
2657,142,558,2875,746,3682,2290,2792,1190,740
2750,907,1661,1757,320,1319,2756,2019,683,2307
562,454,2048,110,2545,1751,2893,37,2443,1407
677,2432,168,1055,2728,1773,991,981,1325,-60
1845,-135,1970,2541,2801,-296,1420,81,1175,2825
1260,1368,801,1302,2500,2357,2451,1441,1501,1000
1187,2847,787,1220,1400,1035,900,-117,184,1689
437,2660,2095,1338,704,2947,1053,1811,595,2461
531,1886,2173,684,53,306,1563,1349,33,1303
1698,127,142,1241,1539,1031,955,447,2751,2078
538,1238,2477,2680,1658,1897,425,1408,391,331
1266,2570,1629,425,1993,1105,2502,1822,1323,873
1399,737,563,292,830,1686,2007,2693,1558,2968
2709,1058,1273,544,1338,3246,331,899,10,1883
1119,1764,198,2216,1887,835,2084,1753,1888,1001
2577,891,1588,1975,2386,2789,632,858,2336,856
436,622,1098,516,1179,1849,662,2186,389,765
1532,1462,2320,2403,927,1968,2456,-204,3105,2814
2523,72,1446,825,1000,179,1104,906,831,681
1410,2580,1983,2018,1821,914,1744,1541,891,1459
1064,2593,965,194,2233,1213,1254,1190,200,1634
1435,1202,2383,16,363,1023,2319,1267,2152,1907
412,1203,1255,-37,408,1668,297,2348,1079,550
1046,2184,916,2138,756,1531,981,-24,1014,2210
1995,1974,2375,276,821,1821,2880,1816,812,2787
2700,1595,1365,511,693,889,618,1270,997,1549
2761,386,607,2399,2338,1772,496,2526,1020,248
1337,1738,2600,533,2668,2236,881,1564,1434,1257
2105,1481,2434,2632,852,668,1391,1609,995,2118
1945,2837,2537,1689,2833,1064,1668,1085,2568,2941
2155,-186,3034,2943,2921,1817,1962,2216,231,2331
2842,1686,189,650,1704,1361,1671,2879,232,1139
1411,1328,18,2485,1812,2613,938,507,938,1049
1836,1974,506,0,783,598,2553,3492,2645,735
571,2599,531,-129,3079,2715,1181,1581,1233,528
2597,741,2633,2348,120,1173,1691,56,1128,2771
1805,2880,1084,147,930,958,2454,1133,2723,685
834,628,858,2021,640,1590,569,2474,2103,1887
2713,994,639,2411,1568,1683,1428,2664,1447,2108
1812,1984,1079,2337,1558,2269,632,517,73,2111
3305,2041,460,1141,272,1193,-61,853,1404,991
494,1262,108,2987,1554,391,239,2402,1013,2671
2664,2671,507,1227,2382,2610,3156,973,1077,1595
768,640,498,2297,664,681,814,2467,403,1657
3331,502,724,2030,771,1095,1683,2144,719,1304
1420,2665,581,289,1970,1486,724,988,2190,308
1092,1170,1589,2364,-103,1241,801,99,1621,1951
2360,2318,1192,232,1996,2164,1526,2280,2957,2973
539,1765,1999,2736,1277,2494,977,1635,575,629
1320,2254,81,1203,2644,2773,1302,2664,808,-25
1037,1299,1795,794,992,2148,1811,2243,451,1530
3098,2424,2270,1994,-114,2461,1517,2129,1632,876
1015,372,1047,535,110,892,-89,2422,1085,250
1551,642,2663,786,2640,839,2372,2126,1147,905
101,2843,1497,1782,2870,357,2249,2493,155,2802
659,2620,2914,2791,1806,897,1247,2754,2182,2423
212,1649,2358,1979,2663,579,3141,1715,1715,1707
2396,2468,2422,431,1568,1850,2995,727,337,524
1216,2358,605,2834,908,1162,1741,2850,1184,1529
321,2981,2399,515,2847,276,287,2502,561,1100
2235,-66,178,3096,14,2504,2644,2424,1484,1153
-40,1238,1969,1787,1882,1537,864,2323,2833,2546
2385,2145,2543,1573,2348,2013,2596,2339,1736,3178
3089,2585,119,1093,929,2890,1661,1110,119,572
2828,2877,2121,1673,22,254,660,2218,3521,153
490,1479,432,2838,2893,785,1499,1948,262,1023
2616,678,2548,1348,-22,930,629,1644,1231,2072
666,540,2350,2531,2332,2246,-53,2573,873,823
727,1469,1775,2023,770,730,1978,203,458,251
788,2711,840,2948,1839,2183,1678,2291,1857,13
689,2725,1419,1670,1527,356,1209,1880,2050,2214
1866,71,2782,420,2347,2209,853,2129,1470,1071
1151,1162,1942,2426,2595,828,2804,2717,1456,2748
2238,2833,2393,1255,70,1396,-220,265,751,-35
1685,264,1640,1599,307,2081,1639,179,1832,801
1275,2326,2268,2575,4282,2346,1683,321,2873,1360
1722,2011,1583,1116,1484,1818,1951,2164,1104,633
1810,796,919,156,2521,1261,445,2365,1120,2914
753,2067,1638,3015,630,1276,616,66,948,2212
746,24,1027,1453,1610,2275,405,2185,1862,1319
647,2658,1756,1316,40,1097,2096,57,2585,1230
2787,45,754,2168,817,2924,1100,2712,1774,870
2454,3020,1199,1572,2155,1743,2646,1758,389,1898
1017,657,916,2303,210,1355,2530,2893,673,3164
291,1182,680,363,1536,-176,1502,2098,685,2707
1040,621,724,2399,2338,1737,823,1909,861,1664
1476,596,1168,1555,2188,1704,349,2648,2335,425
1799,2857,1984,615,2370,654,1953,2975,2127,465
1662,1082,467,692,2373,43,1329,2754,1321,721
2222,2613,-183,737,905,1853,2540,2824,2204,-84
1634,1019,1531,2623,1931,1263,1622,1354,2689,2141
1660,902,1537,2734,3105,959,1506,1503,2247,2774
1176,1038,283,326,-21,1144,435,808,1445,2492
1915,1107,1301,2344,1344,1381,198,620,648,1376
39,1256,-15,2997,-52,2402,1635,226,513,2147
745,1316,542,2088,2825,2894,1047,265,734,1871
390,1605,471,548,2056,205,108,85,185,1955
2282,2795,2266,753,1972,839,2773,1143,1018,1073
1225,345,1823,2002,1191,86,2756,2250,2272,2492
2605,1209,1376,1660,274,1143,1265,1288,2816,1722
2791,2561,1810,2485,2040,2692,572,1285,984,2777
2443,2651,2276,494,-255,934,1908,918,1424,2886
446,365,738,2386,2965,750,1204,565,1516,2302
491,2275,1557,1519,2446,1806,71,1699,2261,1215
2085,1823,2364,1046,1852,2882,1260,715,2224,1090
705,1049,2699,412,1807,288,296,170,1862,102
1851,2252,2069,663,1826,1334,1845,1568,3168,1814
803,3925,2898,-857,2335,2302,204,2086,1532,1192
512,1064,2469,2162,1629,1643,2260,1340,2394,2125
1640,2371,795,2786,366,1478,1675,2696,1567,2839
1020,809,1456,479,198,2705,2772,2533,2435,1470
1343,1540,2197,919,2636,2326,1244,2929,724,2167
1551,-50,534,472,487,2400,405,1209,574,1215
1521,1279,1203,2078,1946,2495,1741,1840,250,-436
45,2485,824,556,2096,2285,1544,1857,2133,1389
874,1642,1685,1412,2461,384,2888,247,339,2449
2247,445,2165,-69,2249,2948,1856,1504,-130,1498
37,254,1998,1592,940,969,2911,182,1183,383
33,1478,1262,1318,2368,3000,2005,700,2272,2048
454,1103,1129,448,1759,1479,932,1359,2667,593
2032,1726,1969,3653,1037,-49,822,1593,-20,2314
2705,1076,1879,1113,2292,1293,2471,1102,3089,2190
1464,1114,1045,1050,2808,1099,233,307,1466,329
1053,1400,3274,2757,1867,713,2773,-38,1967,2601
1354,2691,2656,1727,1838,2375,1828,1745,465,1172
163,51,808,30,2415,1624,2337,-55,170,1078
2776,3006,2105,225,1642,2080,1850,2166,2275,1155
1636,66,1699,1649,833,3039,603,2225,2497,-209
2343,1904,330,2377,806,326,2049,1897,2108,44
2753,1223,2303,1069,1008,352,524,116,1628,497
2254,1338,2908,2680,768,1625,1539,1954,590,1475
1492,1799,1209,486,2117,2346,251,1450,547,392
1697,1417,2847,1878,1165,1100,3442,3086,1145,1012
2697,1301,2584,1977,2837,2654,2153,76,1923,-361
2862,1999,-119,1239,1615,947,2116,1573,2848,2006
2049,1237,778,3006,2044,66,994,490,917,1012
1793,1666,1799,874,875,1920,784,1858,529,1709
841,2707,960,2982,1128,2322,2926,2733,2396,519
2046,1993,1835,2696,2541,1389,1473,1223,85,2342
2249,1954,3225,397,1477,2779,283,377,2502,2088
1400,1589,2643,1123,-114,2600,29,364,2168,1888
482,1955,445,2443,2990,2966,1858,2448,2837,386
780,379,1318,1363,2305,1353,2564,2747,1585,385
2806,1877,1392,518,2870,3285,416,1728,2937,259
2990,1124,2056,1960,966,1500,501,1199,494,655
2386,2708,2253,1059,320,1669,333,1529,2192,2466
1615,2489,129,2680,2842,1747,1276,1038,1993,2186
3008,3032,672,2617,2516,562,718,1298,2541,1700
1499,1347,165,2665,2613,2795,936,177,3007,2673
511,453,-397,1086,328,3010,2249,1177,1645,-171
838,297,381,2945,2442,2502,1994,1756,1421,2169
2181,2908,2935,2356,1323,1357,1246,1348,2595,1829
2503,320,2786,801,1761,1342,2463,2821,2415,1652
2066,1757,2377,1532,1059,516,2628,424,714,1103
964,1700,2915,1334,484,120,1051,3038,2637,2197
467,2382,965,2328,1173,1617,857,107,996,1918
964,141,2260,612,2360,2841,1399,721,252,1341
1938,918,1853,1954,705,2590,1670,334,1364,169
2903,31,2531,1824,548,1475,1824,2207,2274,2750
1241,3223,115,2253,1883,2770,85,1635,538,968
2246,1242,2214,524,1184,1773,1942,972,2642,629
1175,1343,2030,2757,1220,2622,1914,185,279,1419
3023,1140,1813,1513,2782,2212,1523,253,791,1308
3078,1541,263,1560,2641,505,2887,1091,2565,1830
1524,2689,1826,1157,1710,2281,1788,1253,582,140
284,326,4,2949,203,271,867,1940,33,2695
1448,95,1300,2385,2489,61,52,2941,585,2082
1163,2616,2152,436,2472,1407,1427,2029,924,2250
351,2965,1823,806,718,884,883,805,2999,281
2079,2137,2576,1925,-91,370,1902,584,1584,2785
2540,651,2716,637,1016,811,1889,925,2001,1313
1653,2193,1749,3246,361,2479,982,895,1118,-30
749,2113,1420,1242,2004,2520,-48,1223,2455,-25
1882,730,325,473,302,2965,2028,-254,1643,1382
2614,150,1966,245,1895,2929,1019,1771,522,926
587,1526,2023,10,281,1661,2570,933,2859,2403
1100,2311,2391,3532,2209,2294,780,1357,790,1026
1339,800,205,426,2845,377,363,2555,88,241
2432,2031,2360,637,1490,2812,2382,110,2374,2796
223,739,3153,-419,397,1860,172,1088,1579,1728
1156,-64,2583,902,2566,2297,2862,2357,2494,271
1330,1840,2160,2334,1838,367,1131,550,1394,532
1360,748,2026,2320,766,2096,845,1051,2527,227
1840,-329,2722,2129,2827,1449,2364,193,1553,1801
207,2199,442,2427,31,1184,2621,2572,2657,1313
2211,905,267,168,253,3064,1363,2068,477,2386
1027,1887,3061,1197,37,2541,3190,2498,631,171
657,2988,347,2206,1926,2933,2367,2303,2148,1855
727,1221,1727,2066,2896,803,263,2806,1903,1560
652,2279,210,2200,1952,-39,1193,640,1446,1304
2731,2207,2162,2738,2825,1448,2189,483,1833,721
372,2681,2096,2542,2500,1328,508,464,599,1032
500,455,2853,345,397,737,2575,-11,271,231
1769,73,1833,886,366,2861,686,28,1386,1283
562,1908,236,3050,953,1754,3119,1923,1954,3453
647,2856,1194,3093,1360,1057,2334,370,3075,1032
2108,421,1863,2091,2163,2422,2679,75,558,455
1849,22,2389,1663,2670,1844,1210,1327,2632,2860
1926,780,1624,2488,2407,1788,548,360,1650,994
1831,658,1316,1424,2840,1588,2854,2039,1234,1919
970,1154,776,1957,1892,2604,1694,2599,804,1150
1482,9,2681,2093,643,989,656,1340,1494,1110
472,2371,2147,1649,2394,1131,575,2290,683,758
644,761,2317,2819,1965,718,564,2177,-677,1035
447,107,1228,1434,1217,1936,2268,2838,1085,1371
2877,1744,189,339,207,1477,1018,1251,2845,908
2884,1399,2777,316,811,1807,2165,913,793,283
2004,1106,692,1381,2775,513,1896,2633,2248,2312
1623,2087,1051,2545,1349,1675,2889,2581,2159,1479
1293,3000,439,1979,158,484,2239,2235,1010,2167
1990,604,1911,1687,1969,1857,1618,31,526,1367
487,771,2298,1126,2835,2969,2921,1292,1175,116
696,854,490,2513,2543,1644,323,981,1984,664
1263,996,1267,1523,1771,2280,1741,153,819,204
2531,251,2452,1949,833,1440,1175,1196,1794,2217
2425,2231,2342,501,1140,2435,2302,1201,2505,1612
2854,1452,2001,1020,1934,39,1573,-3,1259,-137
1391,2996,1509,-51,228,592,2767,896,1008,1281
1077,2765,1195,183,612,1303,2672,-160,908,2626
109,2324,987,595,1129,2858,2031,585,2413,749
2714,524,1414,630,2045,1052,1471,2085,283,1418
824,247,1669,361,338,2842,2325,2660,1819,316
839,879,1441,215,3106,811,2528,1442,2268,278
172,2708,923,1816,2585,734,1748,1000,2160,585
225,1182,2816,2735,649,795,304,2140,1883,680
1740,1355,2587,59,134,1642,1227,3070,709,1868
3087,361,729,1773,2434,236,2193,544,1948,415
1845,1584,2029,533,2495,899,1414,2924,2363,1509
