AREA,SUB AREA,AGE GROUP,SEASON,WEEK,THRESHOLD,BASELINE,PERCENT P&I,PERCENT PIC,NUM INFLUENZA DEATHS,NUM PNEUMONIA DEATHS,NUM COVID-19 DEATHS,TOTAL PIC,TOTAL DEATHS,PERCENT COMPLETE
National,,All,2017-18,52,7.2,6.9,8.3,8.3,671,4418,0,5089,61090,> 100%
National,,All,2017-18,1,7.3,7,9.6,9.6,1165,5156,0,6321,66134,> 100%
National,,All,2017-18,2,7.4,7,10.5,10.5,1536,5583,0,7119,67495,> 100%
National,,All,2017-18,3,7.4,7.1,10.9,10.9,1626,5412,0,7038,64646,> 100%
National,,All,2017-18,4,7.5,7.2,10.6,10.6,1448,5187,0,6635,62780,> 100%
National,,All,2017-18,5,7.5,7.2,10.2,10.2,1360,4877,0,6237,60974,> 100%
National,,All,2017-18,6,7.5,7.2,9.7,9.7,1243,4689,0,5932,61110,> 100%
National,,All,2017-18,7,7.5,7.2,9.7,9.7,1179,4599,0,5778,59779,> 100%
National,,All,2017-18,8,7.5,7.2,9.2,9.2,892,4426,0,5318,57793,> 100%
National,,All,2017-18,9,7.5,7.2,8.4,8.4,738,4044,0,4782,56692,> 100%
National,,All,2017-18,10,7.5,7.2,8,8,507,4061,0,4568,57093,> 100%
National,,All,2017-18,11,7.4,7.1,7.6,7.6,444,3853,0,4297,56326,> 100%
National,,All,2017-18,12,7.4,7.1,7.4,7.4,345,3793,0,4138,55766,> 100%
National,,All,2017-18,13,7.3,7,7.4,7.4,284,3779,0,4063,54918,> 100%
National,,All,2017-18,14,7.2,6.9,7.2,7.2,300,3698,0,3998,55294,> 100%
National,,All,2017-18,15,7.2,6.8,6.9,6.9,214,3590,0,3804,55228,> 100%
National,,All,2017-18,16,7.1,6.7,6.6,6.6,153,3430,0,3583,54038,> 100%
National,,All,2017-18,17,6.9,6.6,6.5,6.5,119,3394,0,3513,53727,> 100%
National,,All,2017-18,18,6.8,6.5,6.1,6.1,106,3198,0,3304,53741,> 100%
National,,All,2017-18,19,6.7,6.4,5.9,5.9,53,3032,0,3085,52105,> 100%
National,,All,2017-18,20,6.6,6.3,5.9,5.9,43,2955,0,2998,50618,> 100%
National,,All,2017-18,21,6.5,6.2,5.8,5.8,26,2951,0,2977,50929,> 100%
National,,All,2017-18,22,6.4,6.1,5.7,5.7,26,2905,0,2931,51045,> 100%
National,,All,2017-18,23,6.3,5.9,5.6,5.6,14,2908,0,2922,52001,> 100%
National,,All,2017-18,24,6.2,5.8,5.7,5.7,14,2935,0,2949,51387,> 100%
National,,All,2017-18,25,6,5.7,5.6,5.6,7,2865,0,2872,51044,> 100%
National,,All,2017-18,26,6,5.6,5.7,5.7,9,2868,0,2877,50855,> 100%
National,,All,2017-18,27,5.9,5.5,5.4,5.4,10,2769,0,2779,51684,> 100%
National,,All,2017-18,28,5.8,5.5,5.4,5.4,5,2781,0,2786,51191,> 100%
National,,All,2017-18,29,5.7,5.4,5.4,5.4,8,2706,0,2714,50609,> 100%
National,,All,2017-18,30,5.7,5.3,5.4,5.4,12,2700,0,2712,50274,> 100%
National,,All,2017-18,31,5.6,5.3,5.3,5.3,4,2661,0,2665,50637,> 100%
National,,All,2017-18,32,5.6,5.3,5.3,5.3,10,2673,0,2683,50967,> 100%
National,,All,2017-18,33,5.6,5.2,5.2,5.2,5,2616,0,2621,50301,> 100%
National,,All,2017-18,34,5.6,5.2,5.4,5.4,10,2713,0,2723,50459,> 100%
National,,All,2017-18,35,5.6,5.2,5.2,5.2,6,2630,0,2636,50611,> 100%
National,,All,2017-18,36,5.6,5.3,5.5,5.5,6,2749,0,2755,50299,> 100%
National,,All,2017-18,37,5.6,5.3,5.4,5.4,8,2761,0,2769,51083,> 100%
National,,All,2017-18,38,5.7,5.4,5.5,5.5,11,2819,0,2830,51583,> 100%
National,,All,2017-18,39,5.7,5.4,5.5,5.5,14,2814,0,2828,50959,> 100%
National,,All,2016-17,40,6.2,5.9,5.9,5.9,18,3026,0,3044,51411,> 100%
National,,All,2016-17,41,6.3,6,6.1,6.1,11,3194,0,3205,52143,> 100%
National,,All,2016-17,42,6.4,6.1,6.2,6.2,7,3178,0,3185,51460,> 100%
National,,All,2016-17,43,6.5,6.2,6.1,6.1,17,3130,0,3147,51876,> 100%
National,,All,2016-17,44,6.6,6.3,6,6,16,3100,0,3116,51767,> 100%
National,,All,2016-17,45,6.7,6.4,6.1,6.1,19,3208,0,3227,52542,> 100%
National,,All,2016-17,46,6.8,6.5,6,6,7,3193,0,3200,53464,> 100%
